Italian - Condizionale Presente
я бы казался усталым (stanco);Io sembrerei stanco;Condizionale Presente
ты бы казался усталым (stanco);Tu sembreresti stanco;Condizionale Presente
он бы казался усталым (stanco);Lui sembrerebbe stanco;Condizionale Presente
она бы казалась усталой (stanco);Lei sembrerebbe stanca;Condizionale Presente
мы бы казались усталыми (stanco);Noi sembreremmo stanchi;Condizionale Presente
вы бы казались усталыми (stanco);Voi sembrereste stanchi;Condizionale Presente
они бы казались усталыми (stanco);Loro sembrerebbero stanchi;Condizionale Presente
я бы думал о тебе (pensare a);Io penserei a te;Condizionale Presente
ты бы думал о тебе (pensare a);Tu penseresti a te;Condizionale Presente
он бы думал о тебе (pensare a);Lui penserebbe a te;Condizionale Presente
она бы думала о тебе (pensare a);Lei penserebbe a te;Condizionale Presente
мы бы думали о тебе (pensare a);Noi penseremmo a te;Condizionale Presente
вы бы думали о тебе (pensare a);Voi pensereste a te;Condizionale Presente
они бы думали о тебе (pensare a);Loro penserebbero a te;Condizionale Presente
я бы говорил по-английски (parlare inglese);Io parlerei inglese;Condizionale Presente
ты бы говорил по-английски (parlare inglese);Tu parleresti inglese;Condizionale Presente
он бы говорил по-английски (parlare inglese);Lui parlerebbe inglese;Condizionale Presente
она бы говорила по-английски (parlare inglese);Lei parlerebbe inglese;Condizionale Presente
мы бы говорили по-английски (parlare inglese);Noi parleremmo inglese;Condizionale Presente
вы бы говорили по-английски (parlare inglese);Voi parlereste inglese;Condizionale Presente
они бы говорили по-английски (parlare inglese);Loro parlerebbero inglese;Condizionale Presente
я бы ждал автобус (aspettare l'autobus);Io aspetterei l'autobus;Condizionale Presente
ты бы ждал автобус (aspettare l'autobus);Tu aspetteresti l'autobus;Condizionale Presente
он бы ждал автобус (aspettare l'autobus);Lui aspetterebbe l'autobus;Condizionale Presente
она бы ждала автобус (aspettare l'autobus);Lei aspetterebbe l'autobus;Condizionale Presente
мы бы ждали автобус (aspettare l'autobus);Noi aspetteremmo l'autobus;Condizionale Presente
вы бы ждали автобус (aspettare l'autobus);Voi aspettereste l'autobus;Condizionale Presente
они бы ждали автобус (aspettare l'autobus);Loro aspetterebbero l'autobus;Condizionale Presente
я бы молился Богу (pregare Dio);Io pregherei Dio;Condizionale Presente
ты бы молился Богу (pregare Dio);Tu pregheresti Dio;Condizionale Presente
он бы молился Богу (pregare Dio);Lui pregherebbe Dio;Condizionale Presente
она бы молилась Богу (pregare Dio);Lei pregherebbe Dio;Condizionale Presente
мы бы молились Богу (pregare Dio);Noi pregheremmo Dio;Condizionale Presente
вы бы молились Богу (pregare Dio);Voi preghereste Dio;Condizionale Presente
они бы молились Богу (pregare Dio);Loro pregherebbero Dio;Condizionale Presente
я бы услышал шум (sentire un rumore);Io sentirei un rumore;Condizionale Presente
ты бы услышал шум (sentire un rumore);Tu sentiresti un rumore;Condizionale Presente
он бы услышал шум (sentire un rumore);Lui sentirebbe un rumore;Condizionale Presente
она бы услышала шум (sentire un rumore);Lei sentirebbe un rumore;Condizionale Presente
мы бы услышали шум (sentire un rumore);Noi sentiremmo un rumore;Condizionale Presente
вы бы услышали шум (sentire un rumore);Voi sentireste un rumore;Condizionale Presente
они бы услышали шум (sentire un rumore);Loro sentirebbero un rumore;Condizionale Presente
я бы пришел сюда (venire qui);Io verrei qui;Condizionale Presente
ты бы пришел сюда (venire qui);Tu verresti qui;Condizionale Presente
он бы пришел сюда (venire qui);Lui verrebbe qui;Condizionale Presente
она бы пришла сюда (venire qui);Lei verrebbe qui;Condizionale Presente
мы бы пришли сюда (venire qui);Noi verremmo qui;Condizionale Presente
вы бы пришли сюда (venire qui);Voi verreste qui;Condizionale Presente
они бы пришли сюда (venire qui);Loro verrebbero qui;Condizionale Presente
я бы смотрел телевизор (guardare la tv);Io guarderei la tv;Condizionale Presente
ты бы смотрел телевизор (guardare la tv);Tu guarderesti la tv;Condizionale Presente
он бы смотрел телевизор (guardare la tv);Lui guarderebbe la tv;Condizionale Presente
она бы смотрела телевизор (guardare la tv);Lei guarderebbe la tv;Condizionale Presente
мы бы смотрели телевизор (guardare la tv);Noi guarderemmo la tv;Condizionale Presente
вы бы смотрели телевизор (guardare la tv);Voi guardereste la tv;Condizionale Presente
они бы смотрели телевизор (guardare la tv);Loro guarderebbero la tv;Condizionale Presente
я бы нашел решение (trovare una soluzione);Io troverei una soluzione;Condizionale Presente
ты бы нашел решение (trovare una soluzione);Tu troveresti una soluzione;Condizionale Presente
он бы нашел решение (trovare una soluzione);Lui troverebbe una soluzione;Condizionale Presente
она бы нашла решение (trovare una soluzione);Lei troverebbe una soluzione;Condizionale Presente
мы бы нашли решение (trovare una soluzione);Noi troveremmo una soluzione;Condizionale Presente
вы бы нашли решение (trovare una soluzione);Voi trovereste una soluzione;Condizionale Presente
они бы нашли решение (trovare una soluzione);Loro troverebbero una soluzione;Condizionale Presente
я бы выпил кофе (prendere un caffè);Io prenderei un caffè;Condizionale Presente
ты бы выпил кофе (prendere un caffè);Tu prenderesti un caffè;Condizionale Presente
он бы выпил кофе (prendere un caffè);Lui prenderebbe un caffè;Condizionale Presente
она бы выпила кофе (prendere un caffè);Lei prenderebbe un caffè;Condizionale Presente
мы бы выпили кофе (prendere un caffè);Noi prenderemmo un caffè;Condizionale Presente
вы бы выпили кофе (prendere un caffè);Voi prendereste un caffè;Condizionale Presente
они бы выпили кофе (prendere un caffè);Loro prenderebbero un caffè;Condizionale Presente
мне бы хватило мгновения (un attimo);Io basterei un attimo;Condizionale Presente
тебе бы хватило мгновения (un attimo);Tu basteresti un attimo;Condizionale Presente
ему бы хватило мгновения (un attimo);Lui basterebbe un attimo;Condizionale Presente
ей бы хватило мгновения (un attimo);Lei basterebbe un attimo;Condizionale Presente
нам бы хватило мгновения (un attimo);Noi basteremmo un attimo;Condizionale Presente
вам бы хватило мгновения (un attimo);Voi bastereste un attimo;Condizionale Presente
им бы хватило мгновения (un attimo);Loro basterebbero un attimo;Condizionale Presente
я бы понял причину (il motivo);Io capirei il motivo;Condizionale Presente
ты бы понял причину (il motivo);Tu capiresti il motivo;Condizionale Presente
он бы понял причину (il motivo);Lui capirebbe il motivo;Condizionale Presente
она бы поняла причину (il motivo);Lei capirebbe il motivo;Condizionale Presente
мы бы поняли причину (il motivo);Noi capiremmo il motivo;Condizionale Presente
вы бы поняли причину (il motivo);Voi capireste il motivo;Condizionale Presente
они бы поняли причину (il motivo);Loro capirebbero il motivo;Condizionale Presente
мне бы помогла помощь (un aiuto);Io servirei un aiuto;Condizionale Presente
тебе бы помогла помощь (un aiuto);Tu serviresti un aiuto;Condizionale Presente
ему бы помогла помощь (un aiuto);Lui servirebbe un aiuto;Condizionale Presente
ей бы помогла помощь (un aiuto);Lei servirebbe un aiuto;Condizionale Presente
нам бы помогла помощь (un aiuto);Noi serviremmo un aiuto;Condizionale Presente
вам бы помогла помощь (un aiuto);Voi servireste un aiuto;Condizionale Presente
им бы помогла помощь (un aiuto);Loro servirebbero un aiuto;Condizionale Presente
я бы простил ошибку (scusare un errore);Io scuserei un errore;Condizionale Presente
ты бы простил ошибку (scusare un errore);Tu scuseresti un errore;Condizionale Presente
он бы простил ошибку (scusare un errore);Lui scuserebbe un errore;Condizionale Presente
она бы простила ошибку (scusare un errore);Lei scuserebbe un errore;Condizionale Presente
мы бы простили ошибку (scusare un errore);Noi scuseremmo un errore;Condizionale Presente
вы бы простили ошибку (scusare un errore);Voi scusereste un errore;Condizionale Presente
они бы простили ошибку (scusare un errore);Loro scuserebbero un errore;Condizionale Presente
я бы принес подарок (portare un regalo);Io porterei un regalo;Condizionale Presente
ты бы принес подарок (portare un regalo);Tu porteresti un regalo;Condizionale Presente
он бы принес подарок (portare un regalo);Lui porterebbe un regalo;Condizionale Presente
она бы принесла подарок (portare un regalo);Lei porterebbe un regalo;Condizionale Presente
мы бы принесли подарок (portare un regalo);Noi porteremmo un regalo;Condizionale Presente
вы бы принесли подарок (portare un regalo);Voi portereste un regalo;Condizionale Presente
они бы принесли подарок (portare un regalo);Loro porterebbero un regalo;Condizionale Presente
я бы стал причиной того, что что-то случится (succedere qualcosa);Io farei succedere qualcosa;Condizionale Presente
ты бы заставил что-то случиться (succedere qualcosa);Tu faresti succedere qualcosa;Condizionale Presente
он бы заставил что-то случиться (succedere qualcosa);Lui farebbe succedere qualcosa;Condizionale Presente
она бы заставила что-то случиться (succedere qualcosa);Lei farebbe succedere qualcosa;Condizionale Presente
мы бы заставили что-то случиться (succedere qualcosa);Noi faremmo succedere qualcosa;Condizionale Presente
вы бы заставили что-то случиться (succedere qualcosa);Voi fareste succedere qualcosa;Condizionale Presente
они бы заставили что-то случиться (succedere qualcosa);Loro farebbero succedere qualcosa;Condizionale Presente
я бы умер от голода (morire di fame);Io morirei di fame;Condizionale Presente
ты бы умер от голода (morire di fame);Tu moriresti di fame;Condizionale Presente
он бы умер от голода (morire di fame);Lui morirebbe di fame;Condizionale Presente
она бы умерла от голода (morire di fame);Lei morirebbe di fame;Condizionale Presente
мы бы умерли от голода (morire di fame);Noi moriremmo di fame;Condizionale Presente
вы бы умерли от голода (morire di fame);Voi morireste di fame;Condizionale Presente
они бы умерли от голода (morire di fame);Loro morirebbero di fame;Condizionale Presente
я бы искал работу (cercare lavoro);Io cercherei lavoro;Condizionale Presente
ты бы искал работу (cercare lavoro);Tu cercheresti lavoro;Condizionale Presente
он бы искал работу (cercare lavoro);Lui cercherebbe lavoro;Condizionale Presente
она бы искала работу (cercare lavoro);Lei cercherebbe lavoro;Condizionale Presente
мы бы искали работу (cercare lavoro);Noi cercheremmo lavoro;Condizionale Presente
вы бы искали работу (cercare lavoro);Voi cerchereste lavoro;Condizionale Presente
они бы искали работу (cercare lavoro);Loro cercherebbero lavoro;Condizionale Presente
я бы прочитал книгу (leggere un libro);Io leggerebbe un libro;Condizionale Presente
ты бы прочитал книгу (leggere un libro);Tu leggeresti un libro;Condizionale Presente
он бы прочитал книгу (leggere un libro);Lui leggerebbe un libro;Condizionale Presente
она бы прочитала книгу (leggere un libro);Lei leggerebbe un libro;Condizionale Presente
мы бы прочитали книгу (leggere un libro);Noi leggeremmo un libro;Condizionale Presente
вы бы прочитали книгу (leggere un libro);Voi leggereste un libro;Condizionale Presente
они бы прочитали книгу (leggere un libro);Loro leggerebbero un libro;Condizionale Presente
я бы убил животное (uccidere un animale);Io ucciderei un animale;Condizionale Presente
ты бы убил животное (uccidere un animale);Tu uccideresti un animale;Condizionale Presente
он бы убил животное (uccidere un animale);Lui ucciderebbe un animale;Condizionale Presente
она бы убила животное (uccidere un animale);Lei ucciderebbe un animale;Condizionale Presente
мы бы убили животное (uccidere un animale);Noi uccideremmo un animale;Condizionale Presente
вы бы убили животное (uccidere un animale);Voi uccidereste un animale;Condizionale Presente
они бы убили животное (uccidere un animale);Loro ucciderebbero un animale;Condizionale Presente
я бы вернулся домой (tornare a casa);Io tornerei a casa;Condizionale Presente
ты бы вернулся домой (tornare a casa);Tu torneresti a casa;Condizionale Presente
он бы вернулся домой (tornare a casa);Lui tornerebbe a casa;Condizionale Presente
она бы вернулась домой (tornare a casa);Lei tornerebbe a casa;Condizionale Presente
мы бы вернулись домой (tornare a casa);Noi torneremmo a casa;Condizionale Presente
вы бы вернулись домой (tornare a casa);Voi tornereste a casa;Condizionale Presente
они бы вернулись домой (tornare a casa);Loro tornerebbero a casa;Condizionale Presente
я бы попросил о favors (chiedere un favore);Io chiederei un favore;Condizionale Presente
ты бы попросил о favors (chiedere un favore);Tu chiederesti un favore;Condizionale Presente
он бы попросил о favors (chiedere un favore);Lui chiederebbe un favore;Condizionale Presente
она бы попросила о favors (chiedere un favore);Lei chiederebbe un favore;Condizionale Presente
мы бы попросили о favors (chiedere un favore);Noi chiederemmo un favore;Condizionale Presente
вы бы попросили о favors (chiedere un favore);Voi chiedereste un favore;Condizionale Presente
они бы попросили о favors (chiedere un favore);Loro chiederebbero un favore;Condizionale Presente
я бы закончил задание (finire il compito);Io finirei il compito;Condizionale Presente
ты бы закончил задание (finire il compito);Tu finiresti il compito;Condizionale Presente
он бы закончил задание (finire il compito);Lui finirebbe il compito;Condizionale Presente
она бы закончила задание (finire il compito);Lei finirebbe il compito;Condizionale Presente
мы бы закончили задание (finire il compito);Noi finiremmo il compito;Condizionale Presente
вы бы закончили задание (finire il compito);Voi finireste il compito;Condizionale Presente
они бы закончили задание (finire il compito);Loro finirebbero il compito;Condizionale Presente
я бы пропылесосил (passare l'aspirapolvere);Io passerei l'aspirapolvere;Condizionale Presente
ты бы пропылесосил (passare l'aspirapolvere);Tu passeresti l'aspirapolvere;Condizionale Presente
он бы пропылесосил (passare l'aspirapolvere);Lui passerebbe l'aspirapolvere;Condizionale Presente
она бы пропылесосила (passare l'aspirapolvere);Lei passerebbe l'aspirapolvere;Condizionale Presente
мы бы пропылесосили (passare l'aspirapolvere);Noi passeremmo l'aspirapolvere;Condizionale Presente
вы бы пропылесосили (passare l'aspirapolvere);Voi passereste l'aspirapolvere;Condizionale Presente
они бы пропылесосили (passare l'aspirapolvere);Loro passerebbero l'aspirapolvere;Condizionale Presente
я бы потерял ключи (perdere le chiavi);Io perderei le chiavi;Condizionale Presente
ты бы потерял ключи (perdere le chiavi);Tu perderesti le chiavi;Condizionale Presente
он бы потерял ключи (perdere le chiavi);Lui perderebbe le chiavi;Condizionale Presente
она бы потеряла ключи (perdere le chiavi);Lei perderebbe le chiavi;Condizionale Presente
мы бы потеряли ключи (perdere le chiavi);Noi perderemmo le chiavi;Condizionale Presente
вы бы потеряли ключи (perdere le chiavi);Voi perdereste le chiavi;Condizionale Presente
они бы потеряли ключи (perdere le chiavi);Loro perderebbero le chiavi;Condizionale Presente
я бы пошел гулять с друзьями (uscire con gli amici);Io uscirei con gli amici;Condizionale Presente
ты бы пошел гулять с друзьями (uscire con gli amici);Tu usciresti con gli amici;Condizionale Presente
он бы пошел гулять с друзьями (uscire con gli amici);Lui uscirebbe con gli amici;Condizionale Presente
она бы пошла гулять с друзьями (uscire con gli amici);Lei uscirebbe con gli amici;Condizionale Presente
мы бы пошли гулять с друзьями (uscire con gli amici);Noi usciremmo con gli amici;Condizionale Presente
вы бы пошли гулять с друзьями (uscire con gli amici);Voi uscireste con gli amici;Condizionale Presente
они бы пошли гулять с друзьями (uscire con gli amici);Loro uscirebbero con gli amici;Condizionale Presente
я бы значил много (significare molto);Io significherei molto;Condizionale Presente
ты бы значил много (significare molto);Tu significheresti molto;Condizionale Presente
он бы значил много (significare molto);Lui significherebbe molto;Condizionale Presente
она бы значила много (significare molto);Lei significherebbe molto;Condizionale Presente
мы бы значили много (significare molto);Noi significheremmo molto;Condizionale Presente
вы бы значили много (significare molto);Voi significhereste molto;Condizionale Presente
они бы значили много (significare molto);Loro significherebbero molto;Condizionale Presente
я бы импортировал продукты (importare prodotti);Io importerei prodotti;Condizionale Presente
ты бы импортировал продукты (importare prodotti);Tu importeresti prodotti;Condizionale Presente
он бы импортировал продукты (importare prodotti);Lui importerebbe prodotti;Condizionale Presente
она бы импортировала продукты (importare prodotti);Lei importerebbe prodotti;Condizionale Presente
мы бы импортировали продукты (importare prodotti);Noi importeremmo prodotti;Condizionale Presente
вы бы импортировали продукты (importare prodotti);Voi importereste prodotti;Condizionale Presente
они бы импортировали продукты (importare prodotti);Loro importerebbero prodotti;Condizionale Presente
я бы смог уснуть (riuscire a dormire);Io riuscirei a dormire;Condizionale Presente
ты бы смог уснуть (riuscire a dormire);Tu riusciresti a dormire;Condizionale Presente
он бы смог уснуть (riuscire a dormire);Lui riuscirebbe a dormire;Condizionale Presente
она бы смогла уснуть (riuscire a dormire);Lei riuscirebbe a dormire;Condizionale Presente
мы бы смогли уснуть (riuscire a dormire);Noi riusciremmo a dormire;Condizionale Presente
вы бы смогли уснуть (riuscire a dormire);Voi riuscireste a dormire;Condizionale Presente
они бы смогли уснуть (riuscire a dormire);Loro riuscirebbero a dormire;Condizionale Presente
я бы вызвал такси (chiamare un taxi);Io chiamerei un taxi;Condizionale Presente
ты бы вызвал такси (chiamare un taxi);Tu chiameresti un taxi;Condizionale Presente
он бы вызвал такси (chiamare un taxi);Lui chiamerebbe un taxi;Condizionale Presente
она бы вызвала такси (chiamare un taxi);Lei chiamerebbe un taxi;Condizionale Presente
мы бы вызвали такси (chiamare un taxi);Noi chiameremmo un taxi;Condizionale Presente
вы бы вызвали такси (chiamare un taxi);Voi chiamereste un taxi;Condizionale Presente
они бы вызвали такси (chiamare un taxi);Loro chiamerebbero un taxi;Condizionale Presente
я бы привел в порядок (mettere in ordine);Io metterei in ordine;Condizionale Presente
ты бы привел в порядок (mettere in ordine);Tu metteresti in ordine;Condizionale Presente
он бы привел в порядок (mettere in ordine);Lui metterebbe in ordine;Condizionale Presente
она бы привела в порядок (mettere in ordine);Lei metterebbe in ordine;Condizionale Presente
мы бы привели в порядок (mettere in ordine);Noi metteremmo in ordine;Condizionale Presente
вы бы привели в порядок (mettere in ordine);Voi mettereste in ordine;Condizionale Presente
они бы привели в порядок (mettere in ordine);Loro metterebbero in ordine;Condizionale Presente
я бы надеялся на лучшее (sperare nel meglio);Io spererei nel meglio;Condizionale Presente
ты бы надеялся на лучшее (sperare nel meglio);Tu spereresti nel meglio;Condizionale Presente
он бы надеялся на лучшее (sperare nel meglio);Lui spererebbe nel meglio;Condizionale Presente
она бы надеялась на лучшее (sperare nel meglio);Lei spererebbe nel meglio;Condizionale Presente
мы бы надеялись на лучшее (sperare nel meglio);Noi spereremmo nel meglio;Condizionale Presente
вы бы надеялись на лучшее (sperare nel meglio);Voi sperereste nel meglio;Condizionale Presente
они бы надеялись на лучшее (sperare nel meglio);Loro spererebbero nel meglio;Condizionale Presente
я бы оставил сообщение (lasciare un messaggio);Io lascerei un messaggio;Condizionale Presente
ты бы оставил сообщение (lasciare un messaggio);Tu lasceresti un messaggio;Condizionale Presente
он бы оставил сообщение (lasciare un messaggio);Lui lascerebbe un messaggio;Condizionale Presente
она бы оставила сообщение (lasciare un messaggio);Lei lascerebbe un messaggio;Condizionale Presente
мы бы оставили сообщение (lasciare un messaggio);Noi lasceremmo un messaggio;Condizionale Presente
вы бы оставили сообщение (lasciare un messaggio);Voi lascereste un messaggio;Condizionale Presente
они бы оставили сообщение (lasciare un messaggio);Loro lascerebbero un messaggio;Condizionale Presente
я бы слушал музыку (ascoltare la musica);Io ascolterei la musica;Condizionale Presente
ты бы слушал музыку (ascoltare la musica);Tu ascolteresti la musica;Condizionale Presente
он бы слушал музыку (ascoltare la musica);Lui ascolterebbe la musica;Condizionale Presente
она бы слушала музыку (ascoltare la musica);Lei ascolterebbe la musica;Condizionale Presente
мы бы слушали музыку (ascoltare la musica);Noi ascolteremmo la musica;Condizionale Presente
вы бы слушали музыку (ascoltare la musica);Voi ascoltereste la musica;Condizionale Presente
они бы слушали музыку (ascoltare la musica);Loro ascolterebbero la musica;Condizionale Presente
я бы вошел в офис (entrare in ufficio);Io entrerei in ufficio;Condizionale Presente
ты бы вошел в офис (entrare in ufficio);Tu entreresti in ufficio;Condizionale Presente
он бы вошел в офис (entrare in ufficio);Lui entrerebbe in ufficio;Condizionale Presente
она бы вошла в офис (entrare in ufficio);Lei entrerebbe in ufficio;Condizionale Presente
мы бы вошли в офис (entrare in ufficio);Noi entreremmo in ufficio;Condizionale Presente
вы бы вошли в офис (entrare in ufficio);Voi entrereste in ufficio;Condizionale Presente
они бы вошли в офис (entrare in ufficio);Loro entrerebbero in ufficio;Condizionale Presente
я бы любил музыку (amare la musica);Io amerei la musica;Condizionale Presente
ты бы любил музыку (amare la musica);Tu ameresti la musica;Condizionale Presente
он бы любил музыку (amare la musica);Lui amerebbe la musica;Condizionale Presente
она бы любила музыку (amare la musica);Lei amerebbe la musica;Condizionale Presente
мы бы любили музыку (amare la musica);Noi ameremmo la musica;Condizionale Presente
вы бы любили музыку (amare la musica);Voi amereste la musica;Condizionale Presente
они бы любили музыку (amare la musica);Loro amerebbero la musica;Condizionale Presente
мне бы это казалось странным (parere strano);Io mi parerebbe strano;Condizionale Presente
тебе бы это казалось странным (parere strano);Tu ti parresti strano;Condizionale Presente
ему бы это казалось странным (parere strano);Lui gli parrebbe strano;Condizionale Presente
ей бы это казалось странным (parere strano);Lei le parrebbe strano;Condizionale Presente
нам бы это казалось странным (parere strano);Noi ci parremmo strano;Condizionale Presente
вам бы это казалось странным (parere strano);Voi vi parreste strano;Condizionale Presente
им бы это казалось странным (parere strano);Loro gli parrebbero strano;Condizionale Presente
я бы знал дорогу (la strada);Io conoscerei la strada;Condizionale Presente
ты бы знал дорогу (la strada);Tu conosceresti la strada;Condizionale Presente
он бы знал дорогу (la strada);Lui conoscerebbe la strada;Condizionale Presente
